City,Date,ws,hum,dew,pm25
Suzhou,2020-06-05,2.5,88.0,21.0,38.0
Suzhou,2020-10-26,2.5,72.0,13.0,68.0
Suzhou,2020-06-10,1.5,88.0,24.0,87.0
Suzhou,2020-09-25,2.5,68.5,17.0,59.0
Suzhou,2020-11-07,2.5,46.5,8.5,155.0
Suzhou,2020-06-20,2.5,80.5,19.5,70.0
Suzhou,2020-08-24,3.0,62.0,23.5,55.0
Suzhou,2020-10-12,3.6,66.0,13.5,63.0
Suzhou,2020-10-25,2.0,65.0,9.0,63.0
Suzhou,2020-04-22,1.5,56.0,6.0,87.0
Suzhou,2020-09-08,4.1,59.5,18.5,122.0
Suzhou,2020-09-26,3.0,68.0,17.0,55.0
Suzhou,2020-10-01,1.5,70.5,17.0,85.0
Suzhou,2020-10-11,2.0,64.0,14.0,74.0
Suzhou,2020-09-01,5.6,79.0,24.5,53.0
Suzhou,2020-08-21,4.1,66.0,24.0,68.0
Suzhou,2020-05-03,2.5,56.5,20.0,107.0
Suzhou,2020-07-22,2.5,76.5,26.0,109.0
Suzhou,2020-11-09,2.0,52.5,6.0,68.0
Suzhou,2020-06-24,2.5,85.5,23.5,63.0
Suzhou,2020-08-04,8.2,79.0,25.0,30.0
Suzhou,2020-08-07,3.6,68.0,26.0,63.0
Suzhou,2020-08-08,3.6,68.0,25.0,61.0
Suzhou,2020-11-22,5.6,90.0,11.5,61.0
Suzhou,2020-08-02,6.1,68.0,24.5,50.0
Suzhou,2020-07-06,1.5,97.0,25.0,34.0
Suzhou,2020-10-15,4.6,61.0,13.0,55.0
Suzhou,2020-06-30,2.5,71.0,20.0,68.0
Suzhou,2020-04-29,4.6,64.0,12.5,82.0
Suzhou,2020-06-28,3.6,94.0,25.0,34.0
Suzhou,2020-08-05,6.1,85.5,26.0,59.0
Suzhou,2020-09-06,5.1,55.5,18.0,72.0
Suzhou,2020-04-19,4.6,79.5,12.0,99.0
Suzhou,2020-06-25,1.5,94.0,23.0,89.0
Suzhou,2020-09-16,1.5,88.0,22.0,76.0
Suzhou,2020-09-20,1.5,64.0,16.0,76.0
Suzhou,2020-10-27,2.5,72.0,14.0,70.0
Suzhou,2020-05-21,5.1,66.0,17.0,70.0
Suzhou,2020-05-12,4.6,34.0,6.0,46.0
Suzhou,2020-05-09,3.6,73.0,17.0,87.0
Suzhou,2020-06-15,1.5,94.0,25.5,70.0
Suzhou,2020-08-31,3.0,70.0,24.5,46.0
Suzhou,2020-10-18,2.5,59.0,11.0,80.0
Suzhou,2020-11-10,1.5,51.0,6.5,85.0
Suzhou,2020-04-25,3.0,45.0,8.0,78.0
Suzhou,2020-08-14,3.0,62.0,25.0,55.0
Suzhou,2020-09-30,3.6,60.0,15.5,61.0
Suzhou,2020-10-17,3.0,60.0,12.0,89.0
Suzhou,2020-04-13,3.6,45.5,3.0,142.0
Suzhou,2020-10-08,3.6,64.0,13.0,55.0
Suzhou,2020-10-13,4.1,60.0,12.0,61.0
Suzhou,2020-10-23,4.6,55.5,7.0,78.0
Suzhou,2020-08-15,4.6,60.5,24.0,74.0
Suzhou,2020-06-08,4.1,78.0,21.0,89.0
Suzhou,2020-07-25,2.0,73.5,22.0,80.0
Suzhou,2020-01-04,2.5,83.3,8.0,162.0
Suzhou,2020-06-14,2.0,74.0,25.0,57.0
Suzhou,2020-09-05,3.0,54.5,18.0,70.0
Suzhou,2020-09-29,1.5,55.5,15.0,50.0
Suzhou,2020-10-31,2.0,63.0,10.0,65.0
Suzhou,2020-07-31,5.6,79.0,25.5,46.0
Suzhou,2020-07-03,4.1,83.0,24.0,46.0
Suzhou,2020-09-04,3.6,54.0,18.0,102.0
Suzhou,2020-10-19,3.0,59.0,10.0,59.0
Suzhou,2020-05-07,6.1,77.0,16.0,72.0
Suzhou,2020-08-11,3.6,76.5,25.5,68.0
Suzhou,2020-10-14,4.1,52.0,11.5,46.0
Suzhou,2020-10-16,2.5,85.0,14.0,57.0
Suzhou,2020-11-24,3.6,93.5,9.0,76.0
Suzhou,2020-06-03,2.0,88.0,22.5,63.0
Suzhou,2020-05-08,6.6,82.0,21.0,59.0
Suzhou,2020-11-04,2.5,54.0,5.0,50.0
Suzhou,2020-03-30,2.0,84.0,9.0,68.0
Suzhou,2020-11-02,2.5,72.0,12.0,159.0
Suzhou,2020-09-23,2.0,87.5,18.0,42.0
Suzhou,2020-06-22,3.0,85.5,22.0,50.0
Suzhou,2020-10-04,6.6,85.0,19.0,55.0
Suzhou,2020-06-21,2.5,94.0,20.5,38.0
Suzhou,2020-05-06,3.0,82.0,16.0,91.0
Suzhou,2020-05-16,1.5,88.0,21.5,107.0
Suzhou,2020-05-30,4.1,93.0,17.0,50.0
Suzhou,2020-05-31,2.0,69.0,19.5,89.0
Suzhou,2020-08-19,4.6,70.0,24.5,78.0
Suzhou,2020-11-08,3.6,52.5,6.5,134.0
Suzhou,2020-05-01,3.0,78.0,19.0,142.0
Suzhou,2020-04-24,2.0,42.5,3.5,91.0
Suzhou,2020-05-17,2.0,78.0,22.0,107.0
Suzhou,2020-08-03,7.7,68.0,24.5,42.0
Suzhou,2020-08-09,5.1,74.0,26.0,68.0
Suzhou,2020-08-22,4.1,70.0,24.0,82.0
Suzhou,2020-08-30,3.0,76.5,25.0,65.0
Suzhou,2020-11-01,1.5,77.0,14.5,107.0
Suzhou,2020-04-10,5.1,74.5,11.0,93.0
Suzhou,2020-07-05,2.5,97.0,24.0,55.0
Suzhou,2020-08-25,5.6,68.0,24.0,50.0
Suzhou,2020-10-21,2.0,79.5,14.5,95.0
Suzhou,2020-11-15,2.5,82.0,13.0,87.0
Suzhou,2020-05-14,7.7,70.0,15.0,87.0
Suzhou,2020-05-23,4.1,73.0,18.0,70.0
Suzhou,2020-08-12,5.1,66.0,23.5,38.0
Suzhou,2020-05-05,4.6,88.0,17.5,82.0
Suzhou,2020-05-29,2.5,73.5,18.0,129.0
Suzhou,2020-10-22,3.6,70.0,12.5,104.0
Suzhou,2020-04-28,5.6,51.5,6.0,68.0
Suzhou,2020-07-20,2.0,88.0,23.5,61.0
Suzhou,2020-09-09,2.0,71.5,21.5,112.0
Suzhou,2020-07-18,2.5,85.5,26.0,95.0
Suzhou,2020-05-10,2.0,77.0,16.0,154.0
Suzhou,2020-06-16,3.6,88.0,20.0,70.0
Suzhou,2020-06-27,2.0,94.0,25.5,55.0
Suzhou,2020-07-16,2.0,88.0,20.0,53.0
Suzhou,2020-07-29,3.0,76.5,25.0,72.0
Suzhou,2020-01-05,4.6,73.6,8.0,107.0
Suzhou,2020-04-14,2.0,42.5,3.5,160.0
Suzhou,2020-05-13,4.6,38.5,6.5,65.0
Suzhou,2020-09-03,3.0,48.0,17.0,85.0
Suzhou,2020-09-07,4.1,55.0,19.5,112.0
Suzhou,2020-09-12,2.0,78.0,20.5,57.0
Suzhou,2020-09-21,1.5,60.5,17.0,76.0
Suzhou,2020-10-30,2.5,57.0,8.5,57.0
Suzhou,2020-04-03,2.0,48.5,3.0,104.0
Suzhou,2020-08-18,5.1,68.0,24.0,97.0
Suzhou,2020-09-11,1.5,83.0,21.5,74.0
Suzhou,2020-09-15,1.5,94.0,22.0,53.0
Suzhou,2020-11-12,2.5,63.0,9.0,61.0
Suzhou,2020-06-19,3.0,78.0,20.0,61.0
Suzhou,2020-10-06,4.1,58.0,11.5,55.0
Suzhou,2020-06-12,2.5,83.0,25.5,97.0
Suzhou,2020-04-30,3.6,61.0,16.0,109.0
Suzhou,2020-04-17,2.5,62.0,12.5,147.0
Suzhou,2020-05-28,2.5,56.5,19.0,134.0
Suzhou,2020-10-29,3.6,63.0,10.0,50.0
Suzhou,2020-04-04,4.1,56.5,5.0,144.0
Suzhou,2020-07-12,3.0,70.0,25.5,74.0
Suzhou,2020-07-26,2.0,74.0,23.0,122.0
Suzhou,2020-11-11,2.0,57.0,7.5,76.0
Suzhou,2020-07-02,4.6,80.5,22.0,50.0
Suzhou,2020-06-09,2.5,83.0,23.0,53.0
Suzhou,2020-06-23,4.6,88.0,24.0,70.0
Suzhou,2020-10-07,4.1,60.0,13.0,38.0
Suzhou,2020-11-16,3.0,85.0,16.0,80.0
Suzhou,2020-05-15,2.5,85.5,20.5,72.0
Suzhou,2020-10-03,3.6,78.0,20.0,55.0
Suzhou,2020-07-17,3.6,91.0,21.0,59.0
Suzhou,2020-07-14,2.0,83.0,22.0,72.0
Suzhou,2020-07-19,4.1,79.0,25.0,70.0
Suzhou,2020-10-10,2.0,68.0,14.5,61.0
Suzhou,2020-05-25,2.5,73.5,17.0,124.0
Suzhou,2020-01-03,3.0,93.0,9.0,152.0
Suzhou,2020-08-20,4.6,68.0,23.0,89.0
Suzhou,2020-08-29,2.5,94.0,25.0,59.0
Suzhou,2020-07-10,2.5,91.0,23.0,63.0
Harbin,2020-06-07,3.6,53.0,14.0,63.0
Harbin,2020-09-02,2.5,78.0,18.0,61.0
Harbin,2020-01-03,1.5,77.0,-20.0,199.0
Harbin,2020-09-15,1.5,82.0,13.0,70.0
Harbin,2020-06-10,2.5,88.0,16.0,63.0
Harbin,2020-06-05,1.5,68.0,13.0,30.0
Harbin,2020-09-10,4.6,87.0,16.0,21.0
Harbin,2020-10-20,4.6,58.0,6.0,153.0
Harbin,2020-11-02,3.6,69.0,-6.0,46.0
Harbin,2020-04-02,4.6,35.0,-8.0,82.0
Harbin,2020-07-09,1.5,73.0,18.0,70.0
Harbin,2020-07-16,2.5,83.0,22.0,59.0
Harbin,2020-07-06,4.6,83.0,20.0,57.0
Harbin,2020-05-16,2.5,49.0,9.0,68.0
Harbin,2020-05-31,4.6,64.0,14.0,82.0
Harbin,2020-06-15,5.0,72.0,14.0,17.0
Harbin,2020-09-11,4.6,77.0,12.0,17.0
Harbin,2020-04-23,3.6,60.0,-4.0,42.0
Harbin,2020-08-24,2.5,98.8,19.0,55.0
Harbin,2020-09-27,2.5,72.0,12.0,53.0
Harbin,2020-05-14,4.6,46.0,9.0,93.0
Harbin,2020-07-31,2.5,88.0,23.0,91.0
Harbin,2020-10-02,3.6,76.0,9.0,57.0
Harbin,2020-11-18,5.6,92.0,-3.0,72.0
Harbin,2020-04-26,2.5,52.0,-2.0,57.0
Harbin,2020-10-29,2.5,69.0,-5.0,53.0
Harbin,2020-01-04,1.5,83.0,-21.0,313.0
Harbin,2020-05-09,2.5,72.0,10.0,117.0
Harbin,2020-05-12,5.6,54.0,3.0,38.0
Harbin,2020-06-25,1.5,72.0,15.0,17.0
Harbin,2020-07-23,1.5,78.0,23.0,85.0
Harbin,2020-08-07,2.5,93.0,19.0,25.0
Harbin,2020-04-13,2.5,28.0,-6.0,169.0
Harbin,2020-05-11,5.6,62.0,6.9,38.0
Harbin,2020-06-03,4.6,77.0,11.3,55.0
Harbin,2020-06-28,2.5,88.0,18.0,34.0
Harbin,2020-08-12,3.6,82.0,19.0,30.0
Harbin,2020-09-03,4.6,100.0,17.0,46.0
Harbin,2020-05-10,2.5,72.0,8.0,95.0
Harbin,2020-10-21,6.6,58.0,3.0,127.0
Harbin,2020-05-21,1.5,71.0,10.0,55.0
Harbin,2020-05-18,5.6,67.0,8.0,38.0
Harbin,2020-07-12,1.5,69.0,19.0,55.0
Harbin,2020-09-14,1.0,87.0,12.0,50.0
Harbin,2020-10-27,3.6,59.0,-3.0,50.0
Harbin,2020-11-13,2.5,69.0,-5.0,53.0
Harbin,2020-04-10,2.5,34.0,-6.0,74.0
Harbin,2020-06-14,5.6,82.0,14.9,21.0
Harbin,2020-04-01,4.6,33.0,-10.0,65.0
Harbin,2020-07-17,3.6,71.1,21.5,107.0
Harbin,2020-10-06,1.5,71.0,4.0,38.0
Harbin,2020-04-18,1.5,54.0,0.0,511.0
Harbin,2020-08-04,2.5,93.0,20.0,34.0
Harbin,2020-06-11,4.6,68.0,13.0,25.0
Harbin,2020-03-30,6.6,37.0,-4.0,160.0
Harbin,2020-05-08,3.0,45.0,5.0,72.0
Harbin,2020-05-15,1.5,44.0,8.0,74.0
Harbin,2020-07-10,3.6,69.0,18.0,50.0
Harbin,2020-11-01,5.0,60.0,-3.0,42.0
Harbin,2020-05-06,2.5,41.0,2.0,65.0
Harbin,2020-04-25,4.6,47.0,-4.0,42.0
Harbin,2020-05-04,3.6,57.0,1.0,50.0
Harbin,2020-08-05,1.5,88.0,21.0,42.0
Harbin,2020-08-09,3.6,94.0,21.0,50.0
Harbin,2020-08-30,1.5,93.0,17.0,34.0
Harbin,2020-09-17,3.6,87.0,12.0,25.0
Harbin,2020-09-25,0.5,100.0,13.0,76.0
Harbin,2020-04-24,2.5,52.0,-4.7,68.0
Harbin,2020-05-02,2.5,51.0,7.0,124.0
Harbin,2020-07-07,3.6,73.0,15.0,53.0
Harbin,2020-07-19,1.5,83.0,20.0,59.0
Harbin,2020-10-31,6.6,55.0,0.0,117.0
Harbin,2020-04-29,2.5,33.0,-1.0,127.0
Harbin,2020-10-22,3.6,56.0,-5.0,42.0
Harbin,2020-07-13,1.5,74.0,21.0,59.0
Harbin,2020-07-14,1.5,78.0,21.0,61.0
Harbin,2020-08-28,1.5,100.0,21.0,30.0
Harbin,2020-10-10,3.6,66.0,8.0,93.0
Harbin,2020-10-14,3.6,64.0,-6.0,34.0
Harbin,2020-10-23,3.6,55.0,-7.0,53.0
Harbin,2020-04-21,4.6,80.0,-4.0,34.0
Harbin,2020-10-24,3.6,59.0,-6.0,50.0
Harbin,2020-10-28,3.6,74.0,-5.0,55.0
Harbin,2020-11-06,4.6,44.0,-6.0,99.0
Harbin,2020-06-12,3.6,63.0,15.0,50.0
Harbin,2020-10-15,4.6,60.0,-5.0,53.0
Harbin,2020-11-08,5.6,73.0,-7.0,38.0
Harbin,2020-08-22,1.5,82.0,13.0,63.0
Harbin,2020-10-12,2.5,64.0,-3.0,38.0
Harbin,2020-06-24,1.5,93.0,16.0,21.0
Harbin,2020-06-04,3.6,82.0,13.0,38.0
Harbin,2020-07-28,2.5,88.0,21.0,30.0
Harbin,2020-09-19,2.5,82.0,10.0,21.0
Harbin,2020-09-30,0.5,87.0,5.0,78.0
Harbin,2020-05-29,4.6,35.0,8.0,63.0
Harbin,2020-06-13,1.5,73.0,15.0,57.0
Harbin,2020-06-29,2.5,88.0,18.0,38.0
Harbin,2020-08-19,4.6,82.0,13.0,21.0
Harbin,2020-08-23,1.5,88.0,18.0,65.0
Harbin,2020-09-08,6.6,100.0,17.0,25.0
Harbin,2020-10-05,5.6,81.0,5.0,21.0
Harbin,2020-05-25,4.6,81.0,8.0,21.0
Harbin,2020-06-06,1.5,53.0,11.0,55.0
Harbin,2020-06-16,5.6,60.0,15.0,34.0
Harbin,2020-07-03,1.5,78.0,20.0,68.0
Harbin,2020-04-22,6.0,80.0,-2.0,34.0
Harbin,2020-08-15,2.5,93.0,19.0,25.0
Harbin,2020-04-19,5.6,47.0,2.0,208.0
Harbin,2020-05-17,2.5,76.0,12.0,70.0
Harbin,2020-09-20,1.5,93.0,11.0,30.0
Harbin,2020-04-28,2.5,43.0,0.0,117.0
Harbin,2020-07-25,1.5,78.0,23.0,63.0
Harbin,2020-08-01,4.6,83.0,23.0,72.0
Harbin,2020-08-16,1.5,88.0,20.0,38.0
Harbin,2020-11-14,2.5,55.0,-5.0,157.0
Harbin,2020-11-15,3.6,70.0,-2.0,163.0
Harbin,2020-04-07,4.6,54.0,-4.0,38.0
Harbin,2020-05-01,4.6,55.0,11.0,124.0
Harbin,2020-07-01,1.5,69.0,18.0,50.0
Harbin,2020-07-29,1.5,94.0,22.0,34.0
Harbin,2020-04-04,7.7,39.0,-13.0,25.0
Harbin,2020-04-12,1.5,39.0,-5.0,152.0
Harbin,2020-08-14,5.6,93.0,20.0,25.0
Harbin,2020-08-26,1.5,98.2,23.0,72.0
Harbin,2020-09-22,1.5,93.0,12.0,68.0
Harbin,2020-04-08,3.6,92.0,0.0,46.0
Harbin,2020-06-19,2.5,68.0,13.0,38.0
Harbin,2020-11-24,2.5,79.0,-14.0,124.0
Harbin,2020-04-03,6.6,42.0,-9.0,65.0
Harbin,2020-08-31,3.6,94.0,22.0,61.0
Harbin,2020-06-08,4.6,57.0,18.0,104.0
Harbin,2020-07-05,2.5,93.0,20.0,68.0
Harbin,2020-08-03,2.5,88.0,21.0,42.0
Harbin,2020-11-20,3.6,72.0,-13.0,63.0
Harbin,2020-06-02,1.5,67.0,11.0,21.0
Harbin,2020-04-30,3.6,70.0,8.0,134.0
Harbin,2020-06-21,3.6,83.0,18.0,59.0
Harbin,2020-06-27,1.5,88.0,18.0,30.0
Harbin,2020-11-17,2.5,69.0,-2.0,153.0
Harbin,2020-04-06,3.6,49.0,-8.0,147.0
Harbin,2020-07-11,2.5,73.0,19.0,42.0
Harbin,2020-11-05,2.5,63.0,-7.0,129.0
Harbin,2020-06-26,2.0,88.0,19.0,38.0
Harbin,2020-08-02,2.5,78.0,23.0,46.0
Harbin,2020-08-13,3.6,93.0,19.0,42.0
Harbin,2020-09-12,2.5,93.0,14.0,34.0
Harbin,2020-04-14,2.5,45.0,-3.0,220.0
Harbin,2020-04-16,2.5,45.0,-1.0,124.0
Harbin,2020-09-04,9.7,87.0,15.0,21.0
Harbin,2020-11-16,1.5,63.0,-7.0,80.0
Harbin,2020-01-05,2.5,84.0,-16.0,198.0
Harbin,2020-05-07,3.6,42.0,2.0,89.0
Harbin,2020-09-23,1.5,100.0,11.0,80.0
Harbin,2020-10-07,1.0,86.0,1.0,68.0
Harbin,2020-10-18,2.5,60.0,-4.0,34.0
Harbin,2020-04-15,4.6,37.0,-3.0,55.0
Harbin,2020-07-15,1.0,78.0,22.0,59.0
Harbin,2020-08-06,2.5,88.0,20.0,46.0
Harbin,2020-09-18,3.6,100.0,13.0,34.0
Harbin,2020-07-08,1.5,73.0,17.0,59.0
Harbin,2020-09-24,1.5,87.0,12.0,68.0
Harbin,2020-09-13,2.5,87.0,14.0,34.0
Harbin,2020-07-27,2.0,74.0,22.0,30.0
Harbin,2020-08-17,2.5,83.0,21.0,46.0
Harbin,2020-08-27,4.6,100.0,20.0,46.0
Harbin,2020-10-11,3.6,86.0,7.0,65.0
Harbin,2020-05-26,3.0,72.0,9.0,34.0
Harbin,2020-05-20,1.5,62.0,7.0,55.0
Harbin,2020-11-11,4.6,61.0,1.0,159.0
Harbin,2020-03-31,5.6,40.0,-6.0,74.0
Harbin,2020-06-20,3.6,82.0,17.0,46.0
Harbin,2020-05-28,2.5,48.0,8.0,63.0
Harbin,2020-06-01,2.5,93.0,13.5,34.0
Harbin,2020-07-18,3.6,78.0,21.0,97.0
Harbin,2020-08-29,1.5,93.0,17.0,25.0
Harbin,2020-10-26,1.5,56.0,-2.0,104.0
Harbin,2020-04-20,5.6,87.0,2.0,55.0
Harbin,2020-09-01,1.5,94.0,20.0,42.0
Harbin,2020-11-07,2.5,64.0,-5.0,89.0
Harbin,2020-05-27,1.5,59.0,8.0,53.0
Harbin,2020-10-01,2.5,67.0,5.0,70.0
Harbin,2020-10-03,4.6,76.0,5.0,25.0
Harbin,2020-11-19,10.8,92.0,-8.0,34.0
Harbin,2020-09-05,7.7,82.0,17.0,57.0
Harbin,2020-08-10,2.5,94.0,21.0,57.0
Harbin,2020-10-08,2.5,66.0,3.0,74.0
Harbin,2020-11-12,5.6,65.0,2.0,160.0
Harbin,2020-07-21,3.6,72.0,15.0,25.0
Harbin,2020-10-17,5.6,56.0,-1.0,63.0
Harbin,2020-11-23,4.6,78.0,-14.0,95.0
Harbin,2020-04-05,2.5,37.0,-11.0,53.0
Harbin,2020-05-05,2.5,62.0,4.0,80.0
Harbin,2020-07-20,2.5,88.0,18.0,30.0
Harbin,2020-08-11,2.5,88.0,20.0,50.0
Harbin,2020-09-26,1.5,87.0,13.0,72.0
Harbin,2020-11-21,2.5,78.0,-14.0,129.0
Harbin,2020-05-24,2.5,76.0,10.0,53.0
Harbin,2020-09-21,0.5,87.0,9.0,38.0
Harbin,2020-11-03,3.6,72.0,-10.0,34.0
Harbin,2020-08-18,4.6,88.0,22.0,34.0
Harbin,2020-06-22,1.5,88.0,18.0,46.0
Harbin,2020-08-20,2.5,77.0,11.0,25.0
Harbin,2020-08-21,0.5,77.0,13.0,59.0
Harbin,2020-10-30,3.0,60.0,-4.9,99.0
Harbin,2020-11-22,2.5,72.0,-17.0,95.0
Harbin,2020-06-18,3.6,67.0,11.0,21.0
Harbin,2020-06-30,4.6,73.0,18.0,34.0
Harbin,2020-09-16,3.6,82.0,14.0,46.0
Harbin,2020-09-29,2.5,66.0,6.0,72.0
Harbin,2020-06-17,3.6,80.0,16.0,34.0
Harbin,2020-10-16,2.5,64.0,-4.0,72.0
Harbin,2020-11-09,1.5,78.0,-10.0,59.0
Harbin,2020-10-09,3.6,66.0,7.0,76.0
Harbin,2020-07-04,2.0,88.0,19.7,68.0
Harbin,2020-10-13,2.5,80.0,0.0,65.0
Harbin,2020-10-25,2.5,65.9,-2.0,57.0
Harbin,2020-04-27,1.5,37.0,-3.0,70.0
Harbin,2020-05-03,5.6,87.0,3.0,50.0
Harbin,2020-07-02,1.5,69.0,19.0,70.0
Harbin,2020-07-26,1.5,73.0,22.0,53.0
Harbin,2020-07-30,2.5,88.0,22.0,50.0
Harbin,2020-08-25,2.5,88.0,21.0,57.0
Harbin,2020-09-09,5.6,100.0,18.0,21.0
Harbin,2020-10-19,2.5,56.0,-2.0,85.0
Harbin,2020-04-11,3.6,41.0,-4.0,74.0
Harbin,2020-09-07,4.6,88.0,18.0,74.0
Harbin,2020-09-28,2.5,81.0,9.0,46.0
Harbin,2020-04-09,1.5,64.0,-2.0,61.0
Harbin,2020-07-22,2.5,77.0,19.0,50.0
Harbin,2020-08-08,1.5,93.0,20.0,34.0
Harbin,2020-11-04,2.5,63.0,-11.0,61.0
Harbin,2020-05-23,1.5,93.0,13.0,57.0
Harbin,2020-06-09,4.6,56.0,15.0,59.0
Harbin,2020-11-10,2.5,67.0,-9.0,82.0
Harbin,2020-05-19,3.6,76.0,8.0,30.0
Harbin,2020-05-30,6.0,42.0,11.9,74.0
Harbin,2020-09-06,3.6,82.0,17.0,59.0
Harbin,2020-10-04,5.6,93.0,6.0,34.0
Harbin,2020-04-17,2.5,53.0,1.0,412.0
Harbin,2020-05-22,2.0,72.0,12.0,63.0
Harbin,2020-06-23,4.6,93.0,18.0,34.0
Harbin,2020-07-24,1.5,78.0,23.0,68.0
Harbin,2020-05-13,2.5,43.0,1.0,42.0
Lanzhou,2020-06-26,1.5,59.0,9.0,59.0
Lanzhou,2020-08-20,2.5,67.0,12.0,50.0
Lanzhou,2020-09-20,2.0,87.0,11.0,57.0
Lanzhou,2020-09-16,2.5,76.0,7.0,76.0
Lanzhou,2020-05-05,2.5,47.0,3.0,95.0
Lanzhou,2020-05-25,1.5,76.0,6.0,76.0
Lanzhou,2020-09-02,1.5,59.0,6.0,63.0
Lanzhou,2020-08-19,1.5,63.0,9.0,57.0
Lanzhou,2020-04-11,1.5,13.0,-19.0,89.0
Lanzhou,2020-04-16,4.6,17.0,-12.0,82.0
Lanzhou,2020-06-19,1.5,37.0,7.0,65.0
Lanzhou,2020-07-29,2.5,56.0,13.0,61.0
Lanzhou,2020-09-06,1.5,59.0,8.0,72.0
Lanzhou,2020-10-05,1.5,42.0,-3.0,70.0
Lanzhou,2020-11-19,1.5,63.0,-8.0,129.0
Lanzhou,2020-04-02,1.5,55.0,-6.0,93.0
Lanzhou,2020-06-06,1.5,41.9,4.0,89.0
Lanzhou,2020-07-18,2.0,93.0,13.0,53.0
Lanzhou,2020-09-21,1.5,93.0,12.0,57.0
Lanzhou,2020-01-04,1.5,58.0,-11.0,170.0
Lanzhou,2020-04-09,2.5,25.0,-13.0,97.0
Lanzhou,2020-04-18,1.5,43.0,-2.0,107.0
Lanzhou,2020-10-04,1.5,39.0,-4.0,65.0
Lanzhou,2020-09-19,1.5,72.0,9.0,65.0
Lanzhou,2020-07-02,1.5,43.0,10.0,72.0
Lanzhou,2020-07-08,1.5,44.0,11.0,63.0
Lanzhou,2020-09-18,2.5,63.0,6.0,76.0
Lanzhou,2020-10-23,2.5,41.0,-3.0,109.0
Lanzhou,2020-11-01,0.5,32.0,-8.0,82.0
Lanzhou,2020-11-13,2.5,69.0,-1.0,160.0
Lanzhou,2020-05-03,3.6,22.0,-2.0,117.0
Lanzhou,2020-05-13,2.5,36.0,0.0,74.0
Lanzhou,2020-09-09,1.5,77.0,12.0,70.0
Lanzhou,2020-08-12,1.5,87.0,12.0,65.0
Lanzhou,2020-11-07,1.5,50.0,-9.0,134.0
Lanzhou,2020-05-21,1.5,27.0,-2.0,85.0
Lanzhou,2020-07-24,1.5,78.0,16.0,76.0
Lanzhou,2020-07-25,2.0,72.0,11.0,50.0
Lanzhou,2020-01-03,2.5,54.0,-10.5,169.0
Lanzhou,2020-04-22,1.5,39.0,-6.0,87.0
Lanzhou,2020-11-18,1.5,68.0,-5.0,107.0
Lanzhou,2020-04-13,1.5,25.0,-10.0,114.0
Lanzhou,2020-04-21,2.5,29.0,-7.0,85.0
Lanzhou,2020-11-05,2.5,65.0,-3.0,124.0
Lanzhou,2020-10-31,1.5,41.0,-7.0,99.0
Lanzhou,2020-05-30,1.5,63.2,6.0,91.0
Lanzhou,2020-10-16,1.5,38.0,-7.0,63.0
Lanzhou,2020-10-21,1.5,38.0,-8.0,142.0
Lanzhou,2020-09-08,2.5,55.0,10.0,68.0
Lanzhou,2020-06-03,2.0,28.1,-0.8,80.0
Lanzhou,2020-06-22,1.5,67.0,10.0,65.0
Lanzhou,2020-08-13,2.0,59.0,11.0,55.0
Lanzhou,2020-04-12,1.5,17.0,-15.0,91.0
Lanzhou,2020-10-19,2.5,48.0,-5.0,97.0
Lanzhou,2020-11-08,2.5,41.0,-10.0,142.0
Lanzhou,2020-04-20,2.5,33.0,-9.0,107.0
Lanzhou,2020-05-20,1.5,40.0,2.0,89.0
Lanzhou,2020-08-14,1.5,72.0,13.0,53.0
Lanzhou,2020-10-07,1.5,58.0,5.0,76.0
Lanzhou,2020-11-06,1.5,47.0,-8.0,142.0
Lanzhou,2020-04-04,1.5,56.0,-4.0,97.0
Lanzhou,2020-09-12,1.5,76.0,10.0,68.0
Lanzhou,2020-09-15,1.5,81.0,8.0,65.0
Lanzhou,2020-06-18,1.5,37.0,6.0,80.0
Lanzhou,2020-10-12,1.5,42.0,-3.0,78.0
Lanzhou,2020-10-28,2.5,92.0,0.0,102.0
Lanzhou,2020-11-24,1.5,79.0,-11.0,124.0
Lanzhou,2020-05-16,1.5,41.0,0.0,70.0
Lanzhou,2020-06-29,2.0,32.0,4.0,68.0
Lanzhou,2020-09-04,1.5,55.0,8.0,74.0
Lanzhou,2020-10-10,1.5,48.0,5.0,68.0
Lanzhou,2020-08-04,1.5,100.0,18.0,65.0
Lanzhou,2020-09-03,1.5,62.0,7.0,70.0
Lanzhou,2020-09-07,2.5,48.0,8.0,72.0
Lanzhou,2020-07-28,3.6,36.0,9.0,59.0
Lanzhou,2020-08-25,1.5,59.9,8.0,59.0
Lanzhou,2020-11-10,2.5,47.0,-9.0,156.0
Lanzhou,2020-05-12,2.5,23.0,-5.0,85.0
Lanzhou,2020-07-10,1.5,68.0,13.0,65.0
Lanzhou,2020-07-23,2.5,82.0,15.6,53.0
Lanzhou,2020-09-11,1.5,67.0,8.0,65.0
Lanzhou,2020-11-16,2.5,74.0,0.0,159.0
Lanzhou,2020-11-21,3.6,67.0,-11.0,72.0
Lanzhou,2020-06-11,2.5,46.0,8.0,74.0
Lanzhou,2020-11-23,1.5,68.0,-10.0,117.0
Lanzhou,2020-07-05,1.5,43.0,8.0,89.0
Lanzhou,2020-11-11,1.5,50.0,-3.0,164.0
Lanzhou,2020-04-10,5.6,20.0,-13.0,152.0
